a,b,c,d,n
-0.04513121023774147,0.002124308841302991,0.9989787936210632,-0.27843305468559265,349.0
-0.04503981024026871,0.0018269651336595416,0.9989835619926453,-0.27845555543899536,349.0
-0.045180775225162506,0.001573466695845127,0.9989776015281677,-0.2784118950366974,344.0
-0.04529459774494171,0.0023859033826738596,0.9989708065986633,-0.27842214703559875,346.0
-0.045091524720191956,0.0021615682635456324,0.9989805221557617,-0.2784276604652405,349.0
-0.04528025537729263,0.0005708158132620156,0.9989741444587708,-0.27841266989707947,354.0
-0.04761135205626488,0.0009767045266926289,0.9988654255867004,-0.27641192078590393,341.0
-0.047691382467746735,0.0007492285803891718,0.9988617897033691,-0.27641284465789795,349.0
-0.047526586800813675,-0.00046123567153699696,0.9988698959350586,-0.27640974521636963,349.0
-0.047808337956666946,0.0014273342676460743,0.9988555312156677,-0.27639713883399963,342.0
-0.04780474305152893,0.0012143927160650492,0.9988560080528259,-0.2764163315296173,346.0
-0.04780134558677673,0.0019352497765794396,0.9988549947738647,-0.2763824462890625,343.0
-0.047587018460035324,0.001775055774487555,0.99886554479599,-0.27638131380081177,342.0
-0.04750983789563179,0.000724209297914058,0.9988704919815063,-0.2764274775981903,349.0
-0.04783930629491806,0.0011508153984323144,0.998854398727417,-0.2764212191104889,342.0
-0.04779115319252014,0.0008240227471105754,0.9988570213317871,-0.2763915956020355,347.0
-0.04788297414779663,0.0011842913227155805,0.9988522529602051,-0.27639174461364746,344.0
-0.047533128410577774,0.0012573465937748551,0.9988688230514526,-0.2764139175415039,346.0
-0.04769767448306084,0.0005388270947150886,0.9988617300987244,-0.2763995826244354,349.0
-0.04779917374253273,0.0008017769432626665,0.9988566637039185,-0.2764147222042084,343.0
-0.04776623472571373,0.0006655105389654636,0.9988583326339722,-0.2764184772968292,345.0
-0.04760148003697395,0.0014339309418573976,0.9988653659820557,-0.27642157673835754,345.0
-0.047842420637607574,0.0016185455024242401,0.9988535642623901,-0.276416152715683,343.0
-0.047701332718133926,0.0017516366206109524,0.9988601207733154,-0.2764289379119873,345.0
-0.04762671887874603,0.0012905558105558157,0.9988642930984497,-0.27639514207839966,349.0
-0.04778599739074707,0.0023876894265413284,0.9988547563552856,-0.27643364667892456,350.0
-0.05865656957030296,0.001290496438741684,0.9982774257659912,-0.27557826042175293,344.0
-0.05849028006196022,0.0006999887991696596,0.9982876777648926,-0.2755667269229889,336.0
-0.05857913941144943,0.0012965048663318157,0.9982820153236389,-0.27556949853897095,342.0
-0.05866032466292381,0.0015385167207568884,0.9982768297195435,-0.2755654454231262,342.0
-0.05859726294875145,0.0012131318217143416,0.998280942440033,-0.2755824625492096,340.0
-0.05849432572722435,0.00041302756289951503,0.9982876181602478,-0.2755793035030365,340.0
-0.0586404949426651,0.0015920954756438732,0.9982778429985046,-0.27555131912231445,340.0
-0.05850142613053322,0.0011521561536937952,0.9982867240905762,-0.2755950391292572,342.0
-0.05854190140962601,0.0006788164027966559,0.9982847571372986,-0.2755568325519562,337.0
-0.05864853784441948,0.0014337798347696662,0.9982776045799255,-0.2755861282348633,339.0
-0.05843863636255264,0.0010947282426059246,0.9982903599739075,-0.2755884528160095,340.0
-0.058737922459840775,0.0010329062351956964,0.9982728958129883,-0.275535523891449,336.0
-0.05857451632618904,0.001854590722359717,0.9982813000679016,-0.27557051181793213,342.0
-0.05854418873786926,0.001613700296729803,0.9982835054397583,-0.27556943893432617,348.0
-0.05858294665813446,0.0014920131070539355,0.9982814788818359,-0.2755769193172455,340.0
-0.058660250157117844,0.0009093722328543663,0.9982776045799255,-0.2755858898162842,343.0
-0.058821454644203186,0.0019975067116320133,0.9982665777206421,-0.27554458379745483,341.0
-0.05860111117362976,0.0007485368987545371,0.9982811808586121,-0.2755933701992035,341.0
-0.05874420329928398,0.0013128856662660837,0.998272180557251,-0.27559757232666016,339.0
-0.058627065271139145,0.0009022580925375223,0.9982795119285583,-0.2755679190158844,343.0
-0.048022907227277756,0.0013369048247113824,0.9988453388214111,-0.27592405676841736,350.0
-0.04823586344718933,0.0010248228209093213,0.9988354444503784,-0.2758915424346924,348.0
-0.04805208370089531,0.0014602888841181993,0.998843789100647,-0.2759339213371277,341.0
-0.04799488186836243,0.0024099559523165226,0.9988446831703186,-0.2759319543838501,345.0
-0.04804907739162445,0.001168249174952507,0.9988442659378052,-0.2758903205394745,343.0
-0.04793880134820938,0.001993698999285698,0.9988482594490051,-0.275910347700119,344.0
-0.04789421707391739,0.002086976310238242,0.9988502264022827,-0.2759155035018921,342.0
-0.047704678028821945,0.0014716275036334991,0.9988604187965393,-0.2759404182434082,345.0
-0.0478048138320446,0.0009171779965981841,0.998856246471405,-0.2759009897708893,343.0
-0.0479314811527729,0.0011196713894605637,0.9988499879837036,-0.27592459321022034,347.0
-0.04835790768265724,0.002200462855398655,0.9988276958465576,-0.27590516209602356,347.0
-0.04817252606153488,0.0014766197418794036,0.998837947845459,-0.27590134739875793,340.0
-0.048127610236406326,0.0014249508967623115,0.9988401532173157,-0.27590879797935486,348.0
-0.04812595248222351,0.001772912684828043,0.9988397359848022,-0.2758885324001312,346.0
-0.047845158725976944,0.0011599685531109571,0.9988541007041931,-0.2759203314781189,340.0
-0.04791998490691185,0.000904902524780482,0.9988507628440857,-0.2759198248386383,344.0
-0.04801890254020691,0.0013965576654300094,0.9988453984260559,-0.2759090065956116,347.0
-0.04822062328457832,0.0013751945225521922,0.9988357424736023,-0.27589482069015503,346.0
-0.04812644422054291,0.0009482804453000426,0.9988408088684082,-0.2758848965167999,348.0
-0.047875337302684784,0.00145444693043828,0.9988522529602051,-0.2759020924568176,345.0
-0.03991026431322098,4.992316826246679e-05,0.9992032647132874,-0.27541619539260864,354.0
-0.040186814963817596,0.0005628132494166493,0.9991920590400696,-0.27541986107826233,357.0
-0.04001489654183388,0.0013296568067744374,0.9991982579231262,-0.27542975544929504,360.0
-0.0396537259221077,0.0008029619930312037,0.9992131590843201,-0.2753836512565613,359.0
-0.04018837586045265,0.0016326310578733683,0.9991908073425293,-0.2753903865814209,361.0
-0.039854392409324646,0.00042336565093137324,0.9992054104804993,-0.27539846301078796,357.0
-0.04013209044933319,0.000568803574424237,0.9991942048072815,-0.2754209041595459,353.0
-0.04003416374325752,0.0009605098166503012,0.999197781085968,-0.27540621161460876,362.0
-0.040087249130010605,0.0009164719376713037,0.9991957545280457,-0.2754179537296295,364.0
-0.0398426316678524,0.0010595869971439242,0.9992054104804993,-0.27541184425354004,363.0
-0.040037255734205246,0.000351946335285902,0.9991980791091919,-0.275418758392334,351.0
-0.04013989865779877,0.0006456826813519001,0.9991938471794128,-0.2753871977329254,357.0
-0.03999748453497887,0.0012799613177776337,0.9991989135742188,-0.2754196524620056,356.0
-0.04001973196864128,0.0009322675177827477,0.9991984367370605,-0.27539926767349243,356.0
-0.03995444253087044,0.0009072527172975242,0.9992011189460754,-0.27543288469314575,361.0
-0.040176425129175186,0.0011088999453932047,0.9991920590400696,-0.2753615081310272,358.0
-0.04008449614048004,0.002171883126720786,0.9991939067840576,-0.2753918170928955,354.0
-0.04006515070796013,0.001284048892557621,0.9991962909698486,-0.2753804624080658,353.0
-0.0400950089097023,0.00016823719488456845,0.9991958737373352,-0.2754146158695221,353.0
-0.040055811405181885,0.0008119723061099648,0.9991971254348755,-0.27537286281585693,353.0
-0.04004646837711334,0.0024588173255324364,0.9991948008537292,-0.2734721899032593,347.0
-0.03995969146490097,0.0020538766402751207,0.9991991519927979,-0.2734531760215759,350.0
-0.040049970149993896,0.0026960019022226334,0.9991940259933472,-0.2734440863132477,344.0
-0.040089961141347885,0.002685493789613247,0.9991925358772278,-0.2734770178794861,352.0
-0.040120527148246765,0.0026852686423808336,0.9991912245750427,-0.2734535336494446,350.0
-0.040069229900836945,0.002080010250210762,0.9991947412490845,-0.27347734570503235,348.0
-0.04020654782652855,0.0024791681207716465,0.9991883039474487,-0.27347227931022644,352.0
-0.04003677889704704,0.0016664861468598247,0.9991967678070068,-0.2734595835208893,354.0
-0.04013173282146454,0.002447684295475483,0.999191403388977,-0.27345147728919983,351.0
-0.03996003791689873,0.002274159574881196,0.9991986155509949,-0.273456871509552,353.0
-0.03998928517103195,0.0021535346750169992,0.999197781085968,-0.27345144748687744,348.0
-0.04001222923398018,0.0025605405680835247,0.9991958141326904,-0.2734542191028595,341.0
-0.03988431766629219,0.0021358123049139977,0.9992020130157471,-0.27347293496131897,352.0
-0.040065497159957886,0.0020297113806009293,0.9991949796676636,-0.2734452486038208,346.0
-0.039905451238155365,0.0020862289238721132,0.9992012977600098,-0.273457795381546,346.0
-0.04001613333821297,0.001766221015714109,0.9991974830627441,-0.27347999811172485,351.0
-0.04008546844124794,0.0027502276934683323,0.9991924166679382,-0.2734319865703583,344.0
-0.039983805269002914,0.002165264915674925,0.9991979598999023,-0.2734464108943939,350.0
-0.04004991054534912,0.0017059198580682278,0.9991962313652039,-0.27346327900886536,347.0
-0.04008950665593147,0.0025064826477319,0.9991929531097412,-0.2734459340572357,343.0
-0.04831784591078758,0.0031694432254880667,0.9988269805908203,-0.2730283737182617,343.0
-0.04836312681436539,0.0030679975170642138,0.9988250732421875,-0.27304205298423767,344.0
-0.04836452007293701,0.004038233309984207,0.9988216161727905,-0.2730237543582916,339.0
-0.04822798818349838,0.0033369960729032755,0.9988307952880859,-0.2730705440044403,342.0
-0.04828523099422455,0.0031203802209347486,0.9988287091255188,-0.27304327487945557,339.0
-0.048354122787714005,0.004156614188104868,0.9988216757774353,-0.2730320692062378,345.0
-0.04838879406452179,0.0030621844343841076,0.998823881149292,-0.2730502188205719,339.0
-0.04835166037082672,0.003698974847793579,0.9988235235214233,-0.2730144262313843,341.0
-0.04824240505695343,0.003408759832382202,0.9988298416137695,-0.27305370569229126,344.0
-0.048147499561309814,0.003455171827226877,0.9988342523574829,-0.2730334401130676,345.0
-0.04840666428208351,0.0039123836904764175,0.9988200664520264,-0.27303269505500793,338.0
-0.04852050915360451,0.003409771015867591,0.9988163709640503,-0.27306684851646423,339.0
-0.048563845455646515,0.003028743201866746,0.9988154768943787,-0.27303919196128845,344.0
-0.04843908175826073,0.0035458211787045,0.998819887638092,-0.2730434238910675,347.0
-0.0482395701110363,0.0030264612287282944,0.9988312721252441,-0.27303948998451233,340.0
-0.04840172082185745,0.00388025282882154,0.998820424079895,-0.27303218841552734,341.0
-0.04831543192267418,0.0036823886912316084,0.9988253116607666,-0.27304336428642273,343.0
-0.048104602843523026,0.0032931757159531116,0.9988368153572083,-0.27304208278656006,343.0
-0.04838285967707634,0.0033172594849020243,0.998823344707489,-0.2730189859867096,338.0
-0.048309870064258575,0.00377250905148685,0.9988252520561218,-0.2730553448200226,340.0
-0.057324737310409546,0.0025791858788579702,0.9983522295951843,-0.2723675072193146,327.0
-0.057224731892347336,0.0022524776868522167,0.9983587861061096,-0.2723488509654999,333.0
-0.057190779596567154,0.0033229216933250427,0.9983577728271484,-0.2723936438560486,334.0
-0.05724700912833214,0.002662359271198511,0.9983565211296082,-0.27237415313720703,335.0
-0.05721566453576088,0.0025802806485444307,0.9983585476875305,-0.2723855674266815,331.0
-0.05720452964305878,0.0021113089751452208,0.998360276222229,-0.2723660469055176,332.0
-0.05724816769361496,0.0027493354864418507,0.9983561635017395,-0.27236151695251465,332.0
-0.05711561068892479,0.0023555392399430275,0.9983648061752319,-0.27237260341644287,334.0
-0.056995246559381485,0.002250456251204014,0.9983718991279602,-0.27237793803215027,335.0
-0.05707274377346039,0.0026951939798891544,0.9983664155006409,-0.2723797857761383,331.0
-0.0571286603808403,0.003088155295699835,0.9983620643615723,-0.2723942995071411,334.0
-0.05722539871931076,0.0028387841302901506,0.9983572363853455,-0.272382915019989,333.0
-0.05724037066102028,0.0030708301346749067,0.9983556866645813,-0.27237045764923096,334.0
-0.05723376199603081,0.002035668818280101,0.9983587265014648,-0.2723860442638397,331.0
-0.05719209089875221,0.0023429705761373043,0.9983604550361633,-0.2723841965198517,332.0
-0.05706654489040375,0.0022360836155712605,0.9983679056167603,-0.27237871289253235,332.0
-0.05709921941161156,0.002329020295292139,0.9983658194541931,-0.2723734974861145,329.0
-0.05711744353175163,0.0013707630569115281,0.9983665347099304,-0.27238577604293823,332.0
-0.0570843331515789,0.002737525850534439,0.998365581035614,-0.2723761796951294,334.0
-0.05699555203318596,0.0030806974973529577,0.9983696937561035,-0.27241235971450806,334.0
-0.07147561758756638,0.0035410989075899124,0.997435986995697,-0.27166813611984253,317.0
-0.0715005025267601,0.003735608421266079,0.9974334836006165,-0.27168816328048706,318.0
-0.07137501239776611,0.0031733259093016386,0.9974445104598999,-0.2716774642467499,313.0
-0.07159649580717087,0.0038215212989598513,0.9974263906478882,-0.27166298031806946,316.0
-0.07135367393493652,0.0031562349759042263,0.9974460601806641,-0.27168747782707214,319.0
-0.07144350558519363,0.0035765974316745996,0.9974381923675537,-0.2716748118400574,315.0
-0.07122852653265,0.0033731430303305387,0.9974542856216431,-0.27171438932418823,317.0
-0.07129871100187302,0.0035937365610152483,0.9974485635757446,-0.2716761827468872,317.0
-0.0713304877281189,0.0030049129854887724,0.9974481463432312,-0.2717033922672272,315.0
-0.07154300063848495,0.0037674850318580866,0.9974303841590881,-0.2716900408267975,318.0
-0.0713694766163826,0.0037380275316536427,0.997442901134491,-0.27168187499046326,315.0
-0.07157331705093384,0.0030617357697337866,0.997430682182312,-0.271668016910553,318.0
-0.07121104747056961,0.002963300794363022,0.9974569082260132,-0.27168431878089905,319.0
-0.07126377522945404,0.0035501974634826183,0.9974511861801147,-0.27167269587516785,315.0
-0.07147178053855896,0.003670037491247058,0.9974358677864075,-0.2716708183288574,316.0
-0.07129339873790741,0.003290095366537571,0.9974499940872192,-0.2716560661792755,316.0
-0.0713750496506691,0.0035663903690874577,0.9974432587623596,-0.2716943025588989,319.0
-0.07137133926153183,0.0032669547945261,0.9974443912506104,-0.271682471036911,313.0
-0.07163792103528976,0.0036075941752642393,0.9974241852760315,-0.2716729938983917,316.0
-0.07141534239053726,0.0032037501223385334,0.9974414706230164,-0.2716673016548157,320.0
-0.0730431005358696,0.003701189300045371,0.9973219037055969,-0.27068206667900085,314.0
-0.07304313778877258,0.0036773220635950565,0.9973220825195312,-0.2706819176673889,313.0
-0.07311840355396271,0.0033665518276393414,0.9973175525665283,-0.27068987488746643,312.0
-0.07314781844615936,0.003450059797614813,0.9973151683807373,-0.27070310711860657,318.0
-0.07317467033863068,0.0035730935633182526,0.9973128437995911,-0.27068445086479187,313.0
-0.0731637254357338,0.003678916022181511,0.9973131418228149,-0.2706562280654907,312.0
-0.07287512719631195,0.003935878165066242,0.9973333477973938,-0.27069011330604553,311.0
-0.07305030524730682,0.0038155026268213987,0.9973209500312805,-0.2706783413887024,310.0
-0.07313334941864014,0.003135192673653364,0.9973172545433044,-0.27068132162094116,314.0
-0.07341323792934418,0.003831651760265231,0.9972942471504211,-0.2706606984138489,315.0
-0.07329592108726501,0.0041581145487725735,0.9973015785217285,-0.27065423130989075,311.0
-0.07316042482852936,0.003603425808250904,0.9973137378692627,-0.2706679105758667,313.0
-0.07313374429941177,0.0037971690762788057,0.9973148703575134,-0.2706588804721832,311.0
-0.0732579380273819,0.003625298850238323,0.9973064064979553,-0.27066537737846375,314.0
-0.07308105379343033,0.0036687070969492197,0.9973192811012268,-0.2706717848777771,314.0
-0.07329690456390381,0.004277856554836035,0.9973009824752808,-0.270671010017395,310.0
-0.07320462912321091,0.0030803303234279156,0.9973121285438538,-0.2706652879714966,313.0
-0.07311730831861496,0.004140645731240511,0.9973147511482239,-0.2706797420978546,316.0
-0.07327055931091309,0.004009353928267956,0.9973040819168091,-0.2706618905067444,309.0
-0.0732596293091774,0.0036230231635272503,0.9973063468933105,-0.270673543214798,314.0
-0.07742390781641006,0.003342629177495837,0.9969926476478577,-0.2689109146595001,328.0
-0.0774598941206932,0.0033315110486000776,0.996989905834198,-0.2688755393028259,330.0
-0.07760259509086609,0.0032139099203050137,0.9969791769981384,-0.26890674233436584,330.0
-0.07768135517835617,0.0025254394859075546,0.9969750642776489,-0.26888445019721985,330.0
-0.07749786227941513,0.004004552960395813,0.9969844222068787,-0.26890531182289124,327.0
-0.07759217917919159,0.003498877165839076,0.9969789981842041,-0.26889169216156006,327.0
-0.07754455506801605,0.0034320508129894733,0.996982991695404,-0.26889240741729736,327.0
-0.07755668461322784,0.0032649936620146036,0.9969826340675354,-0.26889488101005554,328.0
-0.07751332223415375,0.003426153212785721,0.9969854354858398,-0.26891255378723145,331.0
-0.07748369872570038,0.0039041275158524513,0.9969859719276428,-0.26889723539352417,329.0
-0.0773141011595726,0.0034285709261894226,0.9970008730888367,-0.268917053937912,330.0
-0.07756246626377106,0.0036447083111852407,0.9969808459281921,-0.26890137791633606,330.0
-0.07742519676685333,0.003796180710196495,0.9969909191131592,-0.2689259350299835,332.0
-0.07745357602834702,0.0036414130590856075,0.996989369392395,-0.26892057061195374,329.0
-0.07759406417608261,0.0035870566498488188,0.9969785809516907,-0.26891058683395386,330.0
-0.0775240883231163,0.0036673564463853836,0.9969837665557861,-0.26889386773109436,328.0
-0.07745252549648285,0.0034873895347118378,0.996989905834198,-0.2689073085784912,331.0
-0.07758668810129166,0.0034498032182455063,0.9969796538352966,-0.2688874304294586,328.0
-0.07753860950469971,0.003462660824880004,0.9969833493232727,-0.2689007818698883,327.0
-0.07749438285827637,0.0033907450269907713,0.996986985206604,-0.26890313625335693,327.0
-0.0811714231967926,0.003257157513871789,0.996694803237915,-0.2686189115047455,328.0
-0.08095697313547134,0.002237423323094845,0.9967150688171387,-0.268643319606781,322.0
-0.08095579594373703,0.003601992502808571,0.9967111349105835,-0.2686268091201782,324.0
-0.08087645471096039,0.0034606182016432285,0.996718168258667,-0.26861855387687683,326.0
-0.08108603209257126,0.0032901002559810877,0.9967016577720642,-0.26860812306404114,320.0
-0.08113592118024826,0.003258671145886183,0.9966977834701538,-0.2686091959476471,329.0
-0.0811535194516182,0.003874458372592926,0.9966940879821777,-0.2686159014701843,326.0
-0.08114250749349594,0.0036779448855668306,0.9966957569122314,-0.26863154768943787,325.0
