c1,c2,c3,c4,n
0.00087786733638495207,-0.0028194689657539129,0.99999558925628662,-0.73752129077911377,66841.0
0.0029740217141807079,0.0050024627707898617,0.99998307228088379,-0.73638021945953369,67290.0
0.00089195987675338984,-0.0021949757356196642,0.99999725818634033,-0.73751604557037354,67308.0
0.0022856313735246658,-0.0019650640897452831,0.99999547004699707,-0.73682540655136108,66984.0
-0.0010376079007983208,-0.0041065393015742302,0.99999105930328369,-0.73802471160888672,67205.0
0.0016469223191961646,0.0015645286766812205,0.99999743700027466,-0.73687058687210083,67281.0
0.0017768112011253834,-0.00078955810749903321,0.99999809265136719,-0.73698264360427856,67270.0
0.0029685620684176683,0.0020547895692288876,0.99999344348907471,-0.73635011911392212,67390.0
0.0018385357689112425,0.0030032012145966291,0.99999380111694336,-0.73700493574142456,67466.0
0.0012282906100153923,0.0014136824756860733,0.99999827146530151,-0.73703235387802124,67320.0
-0.0074547640979290009,-0.0053945658728480339,0.99995768070220947,-0.74079471826553345,86702.0
-0.0051923859864473343,0.0063041946850717068,0.99996662139892578,-0.73978662490844727,87376.0
-0.0074524544179439545,-0.0020642266608774662,0.99997007846832275,-0.74083864688873291,86723.0
-0.0059029599651694298,-0.00061147427186369896,0.99998235702514648,-0.74008172750473022,87461.0
-0.0065974388271570206,-0.00038033965392969549,0.99997812509536743,-0.74034202098846436,86874.0
-0.0061617852188646793,-0.0071220304816961288,0.99995565414428711,-0.74028307199478149,86877.0
-0.007101085502654314,0.00011310804984532297,0.99997472763061523,-0.74063742160797119,87295.0
-0.0079513350501656532,-0.0058896206319332123,0.99995100498199463,-0.7410423755645752,86723.0
-0.010256329551339149,-0.0041938652284443378,0.99993860721588135,-0.74121618270874023,86912.0
-0.0070413160137832165,-0.0029049990698695183,0.99997091293334961,-0.74079477787017822,87136.0
-0.012123949825763702,-0.00066202227026224136,0.99992626905441284,-0.74219697713851929,105298.0
-0.011622075922787189,-0.0024872291833162308,0.99992942810058594,-0.74199700355529785,105699.0
-0.011186885647475719,0.0039077652618288994,0.99992978572845459,-0.74221062660217285,105760.0
-0.013300887309014797,0.0028982153162360191,0.99990731477737427,-0.74208813905715942,105402.0
-0.0091799348592758179,-0.0041762357577681541,0.99994909763336182,-0.741382896900177,105672.0
-0.011494115926325321,-0.0045094708912074566,0.99992382526397705,-0.74227648973464966,105346.0
-0.013641463592648506,0.0086175054311752319,0.99986982345581055,-0.74211931228637695,105366.0
-0.0048176581040024757,0.0078204264864325523,0.99995779991149902,-0.73959439992904663,104047.0
-0.011423039250075817,0.0071095945313572884,0.99990952014923096,-0.74245935678482056,105568.0
-0.010377516970038414,0.0029721157625317574,0.99994176626205444,-0.74174201488494873,105596.0
-0.015185044147074223,-0.010019437409937382,0.99983447790145874,-0.74310803413391113,122804.0
-0.016294771805405617,-0.0068620103411376476,0.99984371662139893,-0.74286884069442749,122362.0
-0.014027666300535202,0.00099242920987308025,0.9999011754989624,-0.7434651255607605,124012.0
-0.016089692711830139,-0.012180473655462265,0.99979639053344727,-0.74262392520904541,122624.0
-0.016018297523260117,-0.0041662268340587616,0.99986302852630615,-0.74307286739349365,122874.0
-0.015048714354634285,0.004278247244656086,0.99987763166427612,-0.74280911684036255,123433.0
-0.015611963346600533,0.0042633470147848129,0.99986904859542847,-0.74277639389038086,123963.0
-0.015119068324565887,-2.8073638532077894e-05,0.99988573789596558,-0.74306005239486694,124008.0
-0.014099922962486744,0.010233688168227673,0.99984818696975708,-0.74407809972763062,124289.0
-0.01597331278026104,0.0052529480308294296,0.99985861778259277,-0.74286735057830811,123831.0
-0.016419690102338791,-0.001610474893823266,0.99986386299133301,-0.74372166395187378,137493.0
-0.019158042967319489,0.015482368879020214,0.99969661235809326,-0.74259191751480103,137522.0
-0.016428522765636444,-0.0034292661584913731,0.99985921382904053,-0.74374175071716309,137568.0
-0.016067178919911385,-0.0062362304888665676,0.99985146522521973,-0.74427765607833862,136961.0
-0.017375849187374115,-0.00029942661058157682,0.99984902143478394,-0.74323004484176636,136388.0
-0.017034253105521202,0.00098138127941638231,0.9998544454574585,-0.7434348464012146,137584.0
-0.01699390634894371,-0.0054332669824361801,0.99984079599380493,-0.74341493844985962,137568.0
-0.013344512321054935,0.013505022041499615,0.99981969594955444,-0.74306565523147583,137834.0
-0.016733597964048386,0.0019260377157479525,0.99985814094543457,-0.74347472190856934,137813.0
-0.014691432006657124,0.010692129842936993,0.99983489513397217,-0.74261802434921265,138049.0
-0.016481848433613777,0.0031630236189812422,0.99985915422439575,-0.74333935976028442,138428.0
-0.014741787686944008,0.010449810884892941,0.99983674287796021,-0.74344092607498169,139269.0
-0.016810743138194084,-0.004152385052293539,0.99985009431838989,-0.74388909339904785,138054.0
-0.018577687442302704,0.0057099480181932449,0.99981117248535156,-0.74296700954437256,138005.0
-0.018157737329602242,-0.003734224708750844,0.99982815980911255,-0.74333709478378296,137143.0
-0.01777319423854351,0.0027032315265387297,0.99983841180801392,-0.74316686391830444,138101.0
-0.013640488497912884,0.017120338976383209,0.99976038932800293,-0.74321174621582031,138319.0
-0.016267761588096619,0.0022327604237943888,0.99986511468887329,-0.74358069896697998,138581.0
-0.017214279621839523,-0.0042151776142418385,0.99984294176101685,-0.74374079704284668,137591.0
-0.016962548717856407,-0.015213912352919579,0.9997403621673584,-0.74330991506576538,136586.0
-0.017651669681072235,0.0037638694047927856,0.99983710050582886,-0.74337011575698853,133200.0
-0.016580387949943542,0.0051723686046898365,0.99984914064407349,-0.74274837970733643,133434.0
-0.020058237016201019,0.010672491975128651,0.99974185228347778,-0.74263417720794678,133297.0
-0.017842462286353111,-0.00023547824821434915,0.99984079599380493,-0.74328607320785522,133080.0
-0.018579922616481781,-0.0066376468166708946,0.99980533123016357,-0.7434086799621582,132668.0
-0.017753355205059052,0.0019340442959219217,0.99984049797058105,-0.74312520027160645,132950.0
-0.022665217518806458,0.0018636196618899703,0.99974143505096436,-0.74145537614822388,129140.0
-0.018230762332677841,0.0026486814022064209,0.99983024597167969,-0.74285650253295898,133234.0
-0.018055273219943047,-0.00022076074674259871,0.99983698129653931,-0.74322289228439331,132799.0
-0.01752544566988945,0.0085744922980666161,0.9998096227645874,-0.74265766143798828,133661.0
-0.020875567570328712,0.0046645328402519226,0.99977123737335205,-0.74184376001358032,115376.0
-0.020120278000831604,0.0070954193361103535,0.99977236986160278,-0.74183964729309082,115356.0
-0.02149367518723011,0.004426607396453619,0.99975913763046265,-0.741779625415802,115280.0
-0.021614778786897659,0.0005298310425132513,0.99976629018783569,-0.74202245473861694,114539.0
-0.021379107609391212,0.0069495486095547676,0.99974727630615234,-0.74178081750869751,115552.0
-0.021317262202501297,-0.001936672255396843,0.99977093935012817,-0.74202471971511841,114810.0
-0.021458897739648819,0.0045023923739790916,0.99975961446762085,-0.7418748140335083,115221.0
-0.021603735163807869,0.0028685329016298056,0.99976247549057007,-0.74193567037582397,115236.0
-0.021325137466192245,0.0038039961364120245,0.99976533651351929,-0.7416037917137146,114965.0
-0.021449984982609749,0.0041520087979733944,0.99976134300231934,-0.74188673496246338,115258.0
-0.022847343236207962,0.0044389953836798668,0.99972915649414062,-0.74125421047210693,97024.0
-0.022993544116616249,0.0036308825947344303,0.99972903728485107,-0.74130511283874512,96580.0
-0.022557711228728294,0.00032534223282709718,0.99974548816680908,-0.74151688814163208,96575.0
-0.022501515224575996,0.0072731403633952141,0.99972039461135864,-0.74120920896530151,96547.0
-0.022639844566583633,0.0024532766547054052,0.99974066019058228,-0.74144464731216431,96406.0
-0.023258250206708908,0.0016002969350665808,0.99972820281982422,-0.74132132530212402,96624.0
-0.022712897509336472,0.0041944803670048714,0.99973320960998535,-0.74118888378143311,96714.0
-0.023383814841508865,0.0064425650052726269,0.99970579147338867,-0.7408902645111084,96563.0
-0.022666716948151588,0.0046300450339913368,0.9997323751449585,-0.74123084545135498,96939.0
-0.024541269987821579,0.011034650728106499,0.9996379017829895,-0.74052280187606812,97032.0
-0.023669848218560219,0.00050734065007418394,0.99971973896026611,-0.74147027730941772,75798.0
-0.02299928106367588,0.0093345325440168381,0.99969190359115601,-0.74110299348831177,76567.0
-0.021971175447106361,0.004034863319247961,0.99975049495697021,-0.74155950546264648,76467.0
-0.023663444444537163,0.0085254386067390442,0.99968361854553223,-0.74083870649337769,76402.0
-0.022721694782376289,0.0081397946923971176,0.99970871210098267,-0.74115866422653198,76303.0
-0.022332414984703064,0.0021889873314648867,0.99974817037582397,-0.74157267808914185,76234.0
-0.021370299160480499,0.010408137924969196,0.99971747398376465,-0.74143612384796143,76383.0
-0.022334231063723564,0.0051464918069541454,0.99973738193511963,-0.74169790744781494,76166.0
-0.023302368819713593,0.0017137638060376048,0.99972707033157349,-0.7412065863609314,76211.0
-0.022544881328940392,0.0040745427832007408,0.99973750114440918,-0.74157798290252686,76379.0
